cust_code,first_shop_date,last_shop_date,previous_shop_date,dur_from_last_date,weekday_count,holiday_count,shop_morning_count,shop_afternoon_count,shop_evening_count,shop_night_count,no_of_visit,mtbp,no_visit_week,avg_weekly_visit,percent_active_weeks,total_spend,avg_weekly_spend,avg_spend,std_spend,spend_last_1_mth,spend_last_3_mth,spend_last_6_mth,arpu,avg_prod40_d1_spend,avg_prod40_d2_spend,avg_prod40_d3_spend,avg_prod40_d4_spend,avg_prod40_d5_spend,avg_prod40_d6_spend,avg_prod40_d7_spend,avg_prod40_d8_spend,avg_prod40_d9_spend,prop_basket_s,prop_basket_m,prop_basket_l,prop_small_shop,prop_full_shop,prop_top_up,avg_dom_fresh_spend,avg_dom_mixed_spend,avg_dom_grocery_spend,avg_dom_nonfood_spend,cust_lifestage
CUST0000738587,8/5/2006,10/22/2007,6/5/2007,258,6,2,0,3,2,3,8,55.38,8,0.63,6.84,91.31,11.41,18.26,1.72,0,0,0,91.31,4.41,11.55,6.22,0,1.62,0,0,7.86,0,1,3.6,4.8,2.4,0,7,17.78,6.73,0,0,YF
CUST0000307164,5/7/2006,12/9/2007,11/29/2007,210,3,5,1,4,2,2,8,72.63,8,0.88,6.84,35.16,4.4,5.02,2.29,0,0,0,35.16,2.02,5.38,1.96,0,0,0,0,5.62,0,0.86,1.29,0,1.57,0,0.57,4.11,4.88,5.62,0,
CUST0000623649,6/14/2006,1/7/2008,8/12/2007,181,6,3,2,4,3,0,9,63.56,8,0.63,6.84,153.49,19.19,30.7,3.27,0,0,28.13,153.49,3.66,21.34,4.26,0,6.58,0,0,20.38,0,0.2,4,9.4,1.8,0,11.8,31.53,17.45,24.01,0,
CUST0000158273,10/2/2006,2/12/2008,1/12/2008,145,4,4,2,3,3,0,8,62.25,8,0.63,6.84,30.66,3.83,6.13,2.78,0,0,16.57,30.66,1.52,7.64,2.96,7.38,0.55,0,0,0,0,1.2,1.6,0,1.4,0,1.4,9.27,0,2.1,3.96,OT
CUST0000524596,6/27/2006,6/29/2008,6/18/2008,7,7,5,2,5,1,4,12,61.08,8,0.88,6.84,271.17,33.9,38.74,3.38,24.13,24.13,31.97,271.17,0.9,29.22,3.68,3.47,1.71,0,0,10.04,0,0,4.29,10.14,0.71,0,13.71,44.56,10.68,16.32,0,OA
CUST0000710649,12/10/2006,4/4/2008,2/29/2008,93,8,1,0,3,5,1,9,53.44,8,0.88,6.84,265.75,33.22,37.96,2.19,0,0,113.5,265.75,11.48,21.95,26.41,0,3.98,0,0,3.5,0,0.14,1.71,14.14,1.86,14.14,0,7.05,131.47,23.86,7.92,
CUST0000195177,8/20/2006,6/11/2008,3/29/2008,25,4,4,8,0,0,0,8,82.63,8,0.88,6.84,3.48,0.44,0.5,0.04,0.45,0.45,0.78,3.48,0,0,0,0,0.5,0,0,0,0,1.14,0,0,1.14,0,0,0,0,0,0.5,OT
CUST0000444719,9/11/2006,6/14/2008,4/28/2008,22,6,2,0,7,1,0,8,80.25,8,0.75,6.84,69.08,8.63,11.51,1.72,9.87,16.28,16.28,69.08,0.37,8.63,5.58,2,5.82,0,0,0,0,0.17,3.17,3.33,1.17,0,5.5,8.55,13.16,0,0,OT
CUST0000604318,3/27/2007,6/11/2008,1/27/2008,25,3,5,0,0,2,6,8,55.25,8,0.63,6.84,120.92,15.11,24.18,5.23,0.98,0.98,3.92,120.92,3.95,9.06,5.92,0,0,0,0,25.98,0,1,0.8,4.6,1.8,0,4.6,12.94,0,34.57,0,YA
CUST0000980195,4/2/2007,5/14/2008,1/12/2008,53,6,2,0,0,4,4,8,51,8,0.63,6.84,150.09,18.76,30.02,3.44,0,13.02,37.9,150.09,1.44,17.09,1.97,3.07,1.28,0,0,15.57,0,0,5.4,6.8,1.8,2.6,7.8,35.56,13.02,17.64,0,OA
CUST0000710105,4/13/2006,3/1/2008,11/14/2007,127,6,2,1,1,6,0,8,86,8,0.88,6.84,71.96,9,10.28,2.91,0,0,3.33,71.96,1.26,3.87,6.02,0,4.24,0,0,0,0,0.29,2,2.71,1.71,0,3.29,2.21,14.42,4.93,0,PE
CUST0000533984,4/18/2006,8/9/2007,7/28/2007,332,6,2,2,0,4,2,8,59.75,8,0.63,6.84,127.77,15.97,25.55,2.5,0,0,0,127.77,3.7,16.93,6.67,0,3.36,0,0,12.19,0,0.2,2,9,2.2,0,9,21.95,20,0,0,OT
CUST0000102342,7/25/2007,5/10/2008,3/6/2008,57,5,3,0,1,1,6,8,36.25,8,0.63,6.84,146.8,18.35,29.36,0.98,0,25.7,61.01,146.8,1.56,20.03,9.41,0,2.04,0,0,3.2,0,0.4,0.4,20.4,0.8,11.4,9,26.32,18.12,13.49,0,OT
CUST0000921392,5/11/2006,1/17/2007,12/2/2006,536,5,4,0,5,2,2,9,27.89,8,0.5,6.84,40.2,5.02,10.05,0.52,0,0,0,40.2,2.98,7.93,0.82,0,0,0,0,0,0.86,0.75,4.25,4.5,3.75,0,5.75,9.83,0,0.86,0,OT
CUST0000983531,1/18/2007,3/25/2008,12/12/2007,103,6,2,2,4,0,2,8,54,8,0.63,6.84,18.4,2.3,3.68,0.81,0,0,3.23,18.4,0,2.29,2.22,0,0.45,0,0,0,0,1.4,2.4,0,3.8,0,0,3.62,2.81,3.05,0,YA
CUST0000724166,5/5/2006,7/5/2008,6/14/2008,1,6,3,0,2,6,1,9,88,8,0.75,6.84,177.48,22.18,29.58,1.69,63.68,63.68,63.68,177.48,2.33,18.06,16.46,3.64,4.46,0,0,0,4.11,0.17,2,14.67,2.17,11.67,3,30.65,54.85,4.11,2.38,YF
CUST0000213069,6/3/2006,5/20/2008,4/25/2008,47,5,3,1,2,2,3,8,89.63,8,0.63,6.84,153.39,19.17,30.68,1.26,0,36.87,61.41,153.39,1.99,22.05,10.29,2.98,4.03,0,0,0,0,0,0.2,18.6,0.2,13.8,4.8,24.58,37.84,0,3.96,YF
CUST0000232607,8/26/2006,7/27/2007,7/3/2007,345,5,3,1,3,4,0,8,41.88,8,0.63,6.84,167.41,20.93,33.48,2.05,0,0,0,167.41,4.85,18.52,7.62,0.84,3.7,0,0,0,0,0.2,2.4,12.8,0.2,7,8.2,31.63,39.01,1.87,0,OF
CUST0000702030,4/24/2006,7/3/2008,12/27/2007,3,10,1,1,5,3,2,11,72.82,8,1,6.84,179.67,22.46,22.46,1.67,0.67,0.67,0.67,179.67,1.55,12.4,9.07,1.07,3.05,0,0,8.29,0,0.5,1,11.38,0.88,9.63,2.38,18.7,25.88,0,0.67,YF
CUST0000233275,9/8/2006,4/18/2008,3/17/2008,79,5,3,1,4,1,2,8,73.5,8,0.88,6.84,6.62,0.83,0.95,0.25,0,0.86,2.97,6.62,0,0,0.95,0,0,0,0,0,0,1.29,0,0,1.29,0,0,0,0,0.95,0,YA
CUST0000832081,11/6/2006,6/3/2008,5/17/2008,33,7,2,0,5,4,0,9,63.89,8,0.63,6.84,228.28,28.53,45.66,1.47,0,33.09,124.48,228.28,5.18,29.39,8.79,2.53,1.49,1.51,0,0,0,0.4,0,28,0.4,25.4,2.6,46.02,41.41,1.39,0,
CUST0000596544,9/7/2006,6/19/2008,6/14/2008,17,5,4,0,6,2,1,9,72.33,8,0.63,6.84,140.68,17.59,28.14,2.76,31.04,59.29,59.29,140.68,1.5,24.54,2.21,0,1.81,0,0,0,0,0.2,1.6,8.4,0.2,0,10,28.14,0,0,0,OT
CUST0000719547,7/13/2006,6/5/2008,5/27/2008,31,6,2,0,3,4,1,8,86.63,8,0.88,6.84,133.72,16.72,19.1,1.27,0,38.37,48.59,133.72,2.6,13.27,2.39,0,4.07,0,0,0,0,0,3.57,7.29,0.57,0,10.29,22.68,14.48,0,5.82,YA
CUST0000680280,8/26/2006,4/26/2008,12/3/2007,71,3,5,3,5,0,0,8,76.13,8,0.63,6.84,191.03,23.88,38.21,2.48,0,32.25,32.25,191.03,2.68,13.09,15.82,0,13.57,0,0,0,0,0,3.4,10.2,0.8,2.4,10.4,6.46,46.14,0,0,OT
CUST0000520277,3/1/2007,6/24/2007,6/9/2007,378,4,4,1,1,4,2,8,14.38,8,0.25,6.84,328.02,41,164.01,1.46,0,0,0,328.02,8.38,60.72,64.95,1.23,23.13,0,0,11.2,0,0,6.5,98.5,6.5,98.5,0,10.05,137.56,42.85,0,YA
CUST0000678391,9/13/2006,2/9/2008,1/7/2008,148,6,2,0,6,2,0,8,64.25,8,0.75,6.84,123.2,15.4,20.53,5.92,0,0,12.63,123.2,1.24,8.37,1.35,0,2.61,0,0,58.66,0,0.17,2.67,4.83,1.83,0,5.83,13.66,41.25,0,0,OT
CUST0000047700,4/10/2006,7/2/2008,5/19/2008,4,9,0,2,4,1,2,9,90.44,8,0.63,6.84,139.16,17.4,27.83,2.68,1.61,66.23,66.23,139.16,6.76,22.64,1.42,0,2.25,0,0,0,0,1.6,2.6,7.2,2.4,0,9,43.35,3.04,0,0,
CUST0000117706,11/22/2006,6/3/2008,12/20/2007,33,7,1,1,6,1,1,8,69.88,8,0.63,6.84,258.81,32.35,51.76,1.7,0,46.97,46.97,258.81,3.6,31.69,5.97,0,9.86,0,0,13.1,0,0.2,0.6,28.8,0.8,19,9.8,35.12,41.2,0,0.81,YA
CUST0000106314,9/17/2006,5/27/2008,5/22/2008,40,6,3,6,3,1,0,9,68.67,8,0.75,6.84,78.38,9.8,13.06,5.14,0,15.72,15.72,78.38,1.37,14.51,9.96,0,3.22,0,0,12.4,1.11,0.83,3,0,3.83,0,0,9.45,6.64,14.47,0,OT
CUST0000554021,4/12/2006,12/9/2007,12/6/2007,210,10,1,0,2,4,6,11,55.09,8,0.88,6.84,111.72,13.97,15.96,2.96,0,0,0,111.72,2.14,8.61,14.3,2.14,4.15,0,0,0,0.21,1.57,1,3,1.86,0,3.71,0.27,0,16.85,2.59,YF
CUST0000076024,3/21/2007,4/7/2008,11/9/2007,90,7,1,3,3,0,2,8,47.88,8,0.63,6.84,15.12,1.89,3.02,1.59,0,3.33,3.33,15.12,0,0.89,0,0,0.01,0,0,0,3.33,1,0.8,0,1.4,0,0,0.89,0,3.33,0,
CUST0000633237,7/11/2006,7/3/2008,4/1/2008,3,7,1,2,1,3,2,8,90.38,8,0.88,6.84,353.07,44.13,50.44,27.88,134.05,134.05,144.13,353.07,7.74,13.32,56.04,0,1.97,0,0,0,0,0,1.71,4.57,1.71,1.71,2.86,14.77,0,93.08,0,OA
CUST0000607420,5/3/2007,4/23/2008,1/23/2008,74,8,1,1,4,2,2,9,39.56,8,0.5,6.84,323.67,40.46,80.92,2.92,0,42.81,44.77,323.67,5.96,34.5,18.05,4.8,18.66,0,0,10.17,0,1.5,1.75,33.5,3.25,33.5,0,4.69,77.4,0,0,YA
CUST0000379344,9/1/2006,7/4/2008,4/17/2008,2,11,2,1,7,5,0,13,51.69,9,0.78,7.69,188.8,20.98,26.97,2.15,6.78,8.63,8.63,188.8,8.05,17.3,21.74,7.85,5.43,0,0,0,0,1.43,1.71,9.43,3.14,9.43,0,3.74,34.67,38.08,7.16,YF
CUST0000984259,10/12/2006,6/29/2008,11/28/2007,7,5,4,1,4,3,1,9,69.56,9,0.56,7.69,29.58,3.29,5.92,0.68,2.41,2.41,2.41,29.58,1.94,3.63,2.2,0,1.43,0,0,3.2,0,0.8,5.2,0,3.8,0,2.2,4.99,3.61,3.78,1.21,OT
CUST0000892494,11/3/2006,6/30/2008,6/26/2008,6,8,2,1,0,2,7,10,60.5,9,0.56,7.69,62.23,6.91,12.45,1.47,14.2,14.2,19.6,62.23,1.62,7.68,6.97,0.41,0,0,0,0,0,0.2,2.6,3.6,2.8,0,3.6,7.77,12.06,6.72,0,OT
CUST0000406750,6/2/2006,2/22/2008,2/18/2008,135,12,4,2,10,5,0,16,39.38,9,0.78,7.69,29.05,3.23,4.15,0.76,0,0,2.77,29.05,1.39,1.63,1.92,3.96,0.31,0,0,0,0,1.43,3.14,0,4.14,0,0,2.78,6.34,2.15,0,OT
CUST0000693648,10/3/2006,5/2/2008,12/20/2007,65,9,0,1,5,2,1,9,64.11,9,0.67,7.69,96.18,10.69,16.03,1.86,0,9.04,9.04,96.18,2.66,13.92,2.04,5.51,0.76,0,0,0,0,0.33,2.5,6.83,1.83,0,7.83,18,4.76,1.43,0,YA
CUST0000069322,4/15/2006,6/19/2008,5/4/2008,17,6,5,1,8,3,0,11,72.36,9,0.56,7.69,223.09,24.79,44.62,2.48,16.21,43.77,43.77,223.09,8.09,27.09,12.9,0,3.87,0,0,9.18,0,0.2,5.8,10.2,4.8,0,11.4,38.6,0,30.09,0,OA
CUST0000188540,7/6/2006,5/22/2008,4/16/2008,45,9,4,1,5,5,3,13,52.77,9,0.56,7.69,133.19,14.8,26.64,0.74,0,25.15,25.15,133.19,3.19,11.92,17.78,0,3.88,0,0,0,0,0.4,6.4,15.8,2.2,12.2,8.2,15.43,20.75,8.38,2.59,OF
CUST0000639364,12/17/2006,5/19/2008,1/15/2008,48,7,4,0,0,2,9,11,47.18,9,0.56,7.69,428.5,47.61,85.7,1.77,0,49.29,85.11,428.5,4.29,34.42,32.96,16.91,4.38,0,0,16.97,0.85,0.6,0,49.2,0.6,49.2,0,47.62,70.15,25.07,0,
CUST0000390522,8/15/2006,2/25/2008,11/29/2007,132,8,1,6,2,0,1,9,62.11,9,0.78,7.69,75.03,8.34,10.72,1.94,0,0,0.82,75.03,1.86,15.9,2.2,0,1.62,0,0,0,3.33,0.71,1.14,5.57,1.86,0,5.57,14.23,0,3.33,0.53,OT
CUST0000664592,4/26/2006,6/30/2008,10/25/2007,6,9,3,0,4,4,4,12,66.33,9,1,7.69,112.13,12.46,12.46,1.66,7.69,7.69,7.69,112.13,1.62,7.19,3.5,0.56,2.52,0,0,0,0,0.44,2.56,6,0.44,2,6.56,8.98,12.51,1.14,0,
CUST0000200457,8/30/2006,6/10/2008,5/26/2008,26,9,1,0,7,2,1,10,65,9,0.56,7.69,103.02,11.45,20.6,1.07,12.24,20.69,32.93,103.02,2.21,16.23,5.34,0,2.63,0,0,0,0,0.4,8.6,4.4,1.2,4.4,7.8,20.66,8.45,0,3.47,YA
CUST0000554718,1/5/2007,10/6/2007,8/11/2007,274,5,5,2,4,2,2,10,27.4,9,0.56,7.69,356.49,39.61,71.3,2.87,0,0,0,356.49,0.5,37.68,9.4,0,19.93,0,0,28.14,3.56,0,0.2,36,0.2,26.4,9.6,63.67,81.22,24.05,1.05,OT
CUST0000030719,12/22/2006,1/8/2008,10/28/2007,180,5,4,2,0,0,8,9,42.44,9,0.56,7.69,74.8,8.31,14.96,1.92,0,0,0.93,74.8,0.72,10.71,3.04,0.94,1.14,0,0,8.17,0,1.6,3,2.6,2.4,0,4.8,13.64,8.52,3.69,0.93,OF
CUST0000575246,6/19/2006,6/22/2008,10/16/2007,14,8,2,1,7,2,0,10,73.4,9,0.78,7.69,160.08,17.79,22.87,2.18,0.43,0.43,0.43,160.08,0.78,13.96,10.12,4.11,26.89,0,0,2.87,4.77,0.86,0.86,8.43,1.14,6.71,2.29,7.75,31.02,0.01,36.01,OT
CUST0000426230,9/18/2006,5/5/2008,10/5/2007,62,9,3,1,6,4,1,12,49.58,9,0.56,7.69,80.5,8.94,16.1,2.6,0,7.44,7.44,80.5,0,19.32,8.01,5.25,4.13,0,0,0,1.75,2.2,4,0,6.2,0,0,10.94,23.22,10.27,6.45,OT
CUST0000927394,3/10/2007,3/17/2008,3/14/2008,111,7,2,3,3,2,1,9,41.44,9,0.56,7.69,24.64,2.74,4.93,1.1,0,0,4.74,24.64,2.28,2.12,4.1,0,0,0,0,0,1,1.2,2.4,0,3.6,0,0,3.52,0,3.52,0,OT
CUST0000670206,6/26/2006,12/20/2007,2/23/2007,199,7,2,2,1,4,2,9,60.22,9,0.56,7.69,69.37,7.71,13.87,2,0,0,0,69.37,0.98,13.69,2.58,0.88,4.72,0,0,0,0,0.8,4.2,2.4,1.8,0,5.6,14.89,6.95,0,3.84,OT
CUST0000056813,12/15/2006,6/8/2008,5/3/2008,28,6,5,7,2,2,0,11,49.18,9,0.56,7.69,43.7,4.86,8.74,1.66,4.11,6.18,35.79,43.7,1.04,7.02,6.16,0,0.27,0,0,1.3,2.51,1.2,3.6,1.8,4.8,0,1.8,9.11,0,3.63,0,OT
CUST0000451897,9/8/2006,6/5/2008,3/23/2008,31,6,3,2,6,1,0,9,70.67,9,0.67,7.69,78.59,8.73,13.1,1.19,0,7.9,59.14,78.59,2.12,10.46,1.94,1.44,5.05,0,0,0,0,0.33,5.33,3.33,2.17,3.33,3.5,13.54,7.32,0,3.58,OA
CUST0000307261,11/2/2006,5/29/2008,2/17/2008,38,10,1,1,4,4,2,11,52.18,9,0.67,7.69,47.96,5.33,7.99,1.35,0,3.81,6.88,47.96,2.53,3.35,1.6,0,1.86,0,0,0,0,1,4,2.17,3.67,0,3.5,8.73,2.65,2.43,0,OT
CUST0000156083,9/28/2007,1/11/2008,1/6/2008,177,8,2,8,1,1,0,10,10.5,9,0.22,7.69,69.9,7.77,34.95,2.72,0,0,20.8,69.9,1.83,21.92,11.2,0,0,0,0,0,0,4.5,6.5,3,9,0,5,24.44,2.22,18.8,0,OT
CUST0000078366,3/22/2007,6/20/2008,6/5/2008,16,8,2,2,3,4,1,10,45.6,9,0.78,7.69,187.97,20.89,26.85,2.53,19.4,26.92,35.39,187.97,5.22,8.83,10.54,0.02,7.78,0,0,0,0,0.86,0,11.43,0.86,5.71,5.71,17.83,44.39,6.43,7.52,YF
CUST0000874376,4/11/2006,11/14/2007,5/7/2007,235,8,2,1,3,2,4,10,58.2,9,0.56,7.69,91.78,10.2,18.36,2.97,0,0,0,91.78,2.21,8.77,9.41,0,7.28,0,0,0,0,1.2,2.6,3,2.2,0,4.6,6.2,19.99,6.56,0.09,OT
CUST0000169355,4/18/2006,3/22/2008,7/15/2007,106,5,4,2,3,0,4,9,78.22,9,0.78,7.69,24.84,2.76,3.55,2.24,0,0,1.03,24.84,1.11,1.54,3.9,0,0.8,0,0,0,0,0.86,1.71,0,2.57,0,0,1.11,2.21,4.08,0,OT
CUST0000781568,7/12/2006,4/26/2008,4/11/2008,71,7,3,0,1,2,7,10,65.4,9,0.56,7.69,239.58,26.62,47.92,3.18,0,69.39,69.39,239.58,2.22,29.56,11.65,1.92,4.71,0,0,0,0,0.4,3.6,23.8,1.4,22,4.4,19.89,53.34,0,0,YA
CUST0000723950,7/9/2006,11/3/2007,10/11/2007,246,7,3,1,3,2,4,10,48.2,9,0.56,7.69,112.71,12.52,22.54,1.53,0,0,0,112.71,7.72,5.43,14.32,0,2.76,0,0,0,0,1.6,2.2,7.2,2.2,0,8.8,5.03,22.98,25.83,0,YF
CUST0000711331,5/3/2006,6/13/2008,5/24/2008,23,8,3,1,3,4,3,11,70.18,9,0.78,7.69,44.46,4.94,6.35,1.89,5.27,8.9,10.39,44.46,0.5,2.44,4.75,0,2.29,0,0,0,0,1.57,1.86,1.29,1.71,0,3,3.5,10.14,2.43,2.14,OA
CUST0000790456,7/7/2006,6/3/2008,5/25/2008,33,6,3,1,2,5,1,9,77.44,9,0.56,7.69,263.24,29.25,52.65,1.86,0,71.55,77.52,263.24,1.62,29.29,14.44,12.54,7.58,0,0,9.65,0,0,0.6,29,0.6,7.2,21.8,40.25,60.91,0,0,OT
CUST0000713276,7/15/2006,4/15/2008,1/30/2008,82,5,4,2,1,2,4,9,71.11,9,0.89,7.69,81.18,9.02,10.15,2.37,0,7.86,9.73,81.18,0,6.96,4.12,0,0,0,0,6.42,0,0.5,0.63,3.13,1.13,0,3.13,9.69,7.86,12.13,0,YA
CUST0000551229,5/9/2006,6/12/2008,5/11/2008,24,6,4,1,2,3,5,10,76.5,9,0.67,7.69,293.76,32.64,48.96,1.43,51.7,92.7,92.7,293.76,5.61,26.19,16.62,0,9.89,0,0,0,1.11,0.17,0,26.67,0.17,19.5,7.17,27.86,53.82,11.37,0,YF
CUST0000347080,12/17/2006,4/25/2008,4/1/2008,72,6,3,0,4,2,4,9,55,9,0.78,7.69,77.13,8.57,11.02,3.79,0,8.35,16.93,77.13,1.48,7.09,0.49,0,0.04,0,0,24.4,0,0.29,3.86,1,5.14,0,0,7.75,0,22.85,0,YF
CUST0000629707,12/1/2006,5/21/2008,7/25/2007,46,7,3,8,2,0,0,10,53.7,9,0.67,7.69,98.94,10.99,16.49,1.93,0,1.84,1.84,98.94,1.96,12.42,4.74,0.02,1.41,0,0,15.42,0,0.5,4.67,3.67,1.83,3.67,3.33,12.26,42.51,2.46,0.02,OT
CUST0000366796,4/18/2006,6/12/2008,1/10/2008,24,8,1,2,5,2,0,9,87.33,9,0.78,7.69,44.13,4.9,6.3,1.19,5.2,5.2,5.81,44.13,1.32,7.37,3,0,0.27,0,0,0,0,0.43,3.43,1.57,3.14,0,2.29,9.04,2.97,3.49,0.61,OA
CUST0000878990,8/4/2006,5/27/2008,4/18/2008,40,8,2,1,0,2,7,10,66.2,9,0.56,7.69,57.75,6.42,11.55,5.32,0,10.5,10.5,57.75,2.05,2.43,4.79,1.08,0.32,0,0,25.41,0,0.6,2.2,1.4,2.8,0,1.4,3.56,3.01,14.69,0,OT
CUST0000067369,1/15/2007,6/18/2008,2/3/2008,18,9,5,4,8,0,3,14,37.14,9,0.78,7.69,167.22,18.58,23.89,2.09,17.28,17.28,21.69,167.22,1.82,13.96,6.05,0,8.03,0,0,0,0,1.14,3.57,7.86,3.29,2.14,7.14,13.17,18.98,0.61,0,
CUST0000848593,11/12/2006,4/15/2008,3/12/2008,82,8,3,6,4,1,0,11,47.27,9,0.56,7.69,71.74,7.97,14.35,0.93,0,5.73,29.91,71.74,3.79,5.63,5.82,1.19,0.42,0,0,2.28,0,0.6,1.8,12.4,1.8,6,6.6,4.73,16.58,3.86,0,OA
CUST0000103205,6/10/2006,5/8/2008,6/25/2007,59,5,4,1,7,1,0,9,77.56,9,0.78,7.69,9.02,1,1.29,0.32,0,0.72,0.72,9.02,0.81,1.26,0.81,0,0.43,0,0,0,0,1.57,0.86,0,2.43,0,0,2.82,0.7,1.03,0,
CUST0000886802,9/26/2006,4/18/2008,3/21/2008,79,6,3,0,7,2,0,9,63.33,9,0.78,7.69,258.38,28.71,36.91,2.65,0,74.95,96.97,258.38,4.16,24.68,9.73,0,2.12,0,0,0,0,0.29,2.43,12.57,3.57,11.71,0,34.07,26.98,0,0,YF
CUST0000388736,5/7/2006,6/18/2008,6/16/2008,18,9,3,4,5,2,1,12,64.42,10,0.7,8.55,200.7,20.07,28.67,2.39,25.84,25.84,25.84,200.7,3.66,12.75,9.21,0,6.84,0,0,0,0,0,5,8.43,1.29,1.71,10.43,19.37,21.09,14.99,0,
CUST0000324423,4/11/2006,11/28/2006,11/24/2006,586,9,1,0,6,2,2,10,23.1,10,0.4,8.55,102.95,10.29,25.74,1.85,0,0,0,102.95,2.31,10.06,11.31,1.76,1.23,0,0,2.25,0,0,5,9.25,2.25,2.25,9.75,17.81,10.56,12.98,0,OT
CUST0000207155,5/2/2006,5/25/2008,5/2/2008,42,8,3,2,8,0,1,11,68.55,10,0.7,8.55,532.12,53.21,76.02,1.68,0,137.64,137.64,532.12,6.43,26.46,26.92,0.99,20.52,0,0,3.6,4.77,0,1.14,42.29,1.14,42.29,0,4.04,87.34,0,0,OF
CUST0000751869,5/21/2006,5/5/2008,2/8/2008,62,7,3,2,7,0,1,10,71.5,10,0.9,8.55,73.13,7.31,8.13,1.63,0,0.39,0.79,73.13,4.86,3.34,8.48,0,0.99,0,0,0,0,0.67,0.89,3.78,1.56,1.67,2.11,3.41,22.08,8.3,0.24,OT
CUST0000183156,1/26/2008,4/24/2008,4/15/2008,73,8,5,0,7,1,5,13,6.85,10,0.3,8.55,339.31,33.93,113.1,11.08,0,45.65,339.31,339.31,1.37,7.85,9.72,0.88,11.66,0,0,95.84,0,0,12.33,4.67,7.67,0,9.33,7.68,3.58,109.35,0,OA
CUST0000490741,4/25/2006,6/16/2008,6/2/2008,20,10,1,5,6,2,0,11,71.18,10,0.7,8.55,108.16,10.82,15.45,1.15,12.02,16.78,73.95,108.16,1.04,7.39,2.65,3.54,4.85,0,0,0,2.44,0.86,3.71,7,2.86,3.43,5.29,15.27,8.3,2.44,0.7,YF
CUST0000587230,5/13/2006,3/15/2007,2/20/2007,479,8,4,6,6,0,0,12,25.5,10,0.4,8.55,36.77,3.68,9.19,1.03,0,0,0,36.77,7.26,2.82,1.79,0,2.95,0,0,0,2.22,0.75,6.25,1.25,5.5,0,2.5,6.67,3.89,2.41,4.01,OT
CUST0000684114,5/30/2006,4/27/2008,3/11/2008,70,8,4,6,5,1,0,12,58.17,10,0.6,8.55,92.66,9.27,15.44,2.38,0,19.23,30.28,92.66,1.06,15.14,3.18,3.09,0.29,0,0,0,0,0.83,2.67,6.33,3.33,3.33,3,13.95,4.75,1.1,3.09,OA
CUST0000999439,5/28/2006,7/5/2008,6/4/2008,1,5,5,0,8,1,1,10,76.9,10,0.7,8.55,43.6,4.36,6.23,2.77,0.35,7.11,12.88,43.6,0,0,0.73,0,0.28,8.08,0,0,0,1.29,0.86,0,1.43,0,0,0,0.53,3.55,0,YA
CUST0000871534,4/11/2006,5/18/2008,2/28/2008,49,8,4,2,4,5,1,12,64,10,0.6,8.55,78.11,7.81,13.02,1.57,0,0.17,0.94,78.11,1.31,11.17,3.48,0.59,3.58,0,0,4.71,0,1.17,1.67,6,1.83,0,7,9.63,0,7.71,3.41,OA
CUST0000634764,7/21/2006,5/28/2008,4/12/2008,39,5,7,0,3,8,2,12,56.42,10,0.5,8.55,44.24,4.42,8.85,0.78,0,7.33,7.33,44.24,0,3.9,2.31,0,2.64,0,0,0,0,1.6,5.8,0,2.8,0,4.6,3,7.01,6.42,2.39,OT
CUST0000789670,9/17/2006,6/18/2008,4/25/2008,18,8,2,0,5,5,0,10,64,10,0.9,8.55,101.99,10.2,11.33,1.74,11.41,15.09,25.44,101.99,2.01,9.17,2.72,1.44,1.2,0,0,5.65,0,0,4.33,1.22,2.44,0,3.11,9.36,27.1,0,0,OT
CUST0000129097,6/13/2006,4/25/2008,4/23/2008,72,9,2,1,2,2,6,11,62,10,0.8,8.55,54.66,5.47,6.83,1.77,0,12.42,12.42,54.66,1.26,4.32,2.51,3.17,1.84,0,0,0,0,1.13,2,0.75,1.88,0,2,6.21,8.61,0,1.28,
CUST0000923911,3/31/2007,6/13/2008,4/22/2008,23,7,3,7,2,0,1,10,44,10,0.6,8.55,143.91,14.39,23.98,1.77,0.71,15.04,55,143.91,2.97,14.29,10.59,1.19,1.81,0,0,7.36,3.48,0.33,0.5,11.67,0.83,2.83,8.83,15.9,20.23,18.59,0,YF
CUST0000246027,4/16/2006,5/21/2008,8/6/2006,46,7,5,2,5,1,4,12,63.83,10,0.4,8.55,96.04,9.6,24.01,1.28,0,3.51,3.51,96.04,6.48,15.34,10.39,0,4.36,0,0,0,0,0.5,6.5,9,4.75,3.25,8,15.1,16.02,7.16,4.36,YA
CUST0000594607,9/12/2006,1/10/2008,11/9/2007,178,9,2,1,3,1,6,11,44.09,10,0.5,8.55,134.34,13.43,26.87,1.3,0,0,19.27,134.34,4.32,7.92,11.26,0,5.63,0,0,0,0,0.6,1.6,14.4,1.2,3.2,12.2,9.97,35.37,4.14,0,YA
CUST0000549211,5/6/2006,7/6/2008,5/23/2008,0,7,3,4,5,1,0,10,79.2,10,0.7,8.55,30.46,3.05,4.35,2.33,0.54,6.94,6.94,30.46,0,6.29,1.12,0,1.65,0,0,0,0,1.57,0.29,0,1.86,0,0,6.29,1.69,0,2.48,OT
